"id";"kode_normalisasi";"nama_material";"deskripsi";"satuan";"harga";"created_at";"updated_at"
"1046";"000000003250301";"MCB;230/415V;3P;100A;50Hz;MCCB+SHUNTTRIP";;"BH";"1881561";NULL;NULL
"1047";"000000003250302";"MCB;230/415V;3P;125A;50Hz;MCCB+SHUNTTRIP";;"BH";"2521767";NULL;NULL
"1048";"000000003250302";"MCB;230/415V;3P;125A;50Hz;MCCB+SHUNTTRIP";;"BH";"2521767";NULL;NULL
"1049";"000000003250303";"MCB;230/415V;3P;160A;50Hz;MCCB+SHUNTTRIP";;"BH";"2686200";NULL;NULL
"1050";"000000003250303";"MCB;230/415V;3P;160A;50Hz;MCCB+SHUNTTRIP";;"BH";"2686200";NULL;NULL
"1051";"000000003250313";"MCB;230/400V;3P;20A;50HZ;MCCB+SHUNTTRIP";;"BH";"1210000";NULL;NULL
"1052";"000000003250313";"MCB;230/400V;3P;20A;50HZ;MCCB+SHUNTTRIP";;"BH";"1210000";NULL;NULL
"1053";"000000003250314";"MCB;230/400V;3P;16A;50HZ;MCCB+SHUNTTRIP";;"BH";"0";NULL;NULL
"1054";"000000003250314";"MCB;230/400V;3P;16A;50HZ;MCCB+SHUNTTRIP";;"BH";"0";NULL;NULL
"1055";"000000003260001";"LVSB;DIST;3P;380V;1000A;1LINE;ID";;"SET";"10769000";NULL;NULL
"1056";"000000003260001";"LVSB;DIST;3P;380V;1000A;1LINE;ID";;"SET";"0";NULL;NULL
"1057";"000000003260004";"LVSB;DIST;3P;380V;1200A;1LINE;ID";;"SET";"10700813";NULL;NULL
"1058";"000000003260004";"LVSB;DIST;3P;380V;1200A;1LINE;ID";;"SET";"0";NULL;NULL
"1059";"000000003260005";"LVSB;DIST;3P;380V;1200A;4LINE;ID";;"SET";"27929000";NULL;NULL
"1060";"000000003260005";"LVSB;DIST;3P;380V;1200A;4LINE;ID";;"SET";"27929000";NULL;NULL
"1061";"000000003260006";"LVSB;DIST;3P;380V;1200A;6LINE;ID";;"SET";"31680000";NULL;NULL
"1062";"000000003260006";"LVSB;DIST;3P;380V;1200A;6LINE;ID";;"SET";"31680000";NULL;NULL
"1063";"000000003260007";"LVSB;DIST;3P;380V;1200A;8LINE;ID";;"SET";"35420000";NULL;NULL
"1064";"000000003260007";"LVSB;DIST;3P;380V;1200A;8LINE;ID";;"SET";"35420000";NULL;NULL
"1065";"000000003260008";"LVSB;DIST;3P;380V;1600A;1LINE;ID";;"SET";"13299195";NULL;NULL
"1066";"000000003260008";"LVSB;DIST;3P;380V;1600A;1LINE;ID";;"SET";"0";NULL;NULL
"1067";"000000003260010";"LVSB;DIST;3P;380V;1600A;6LINE;ID";;"SET";"32560000";NULL;NULL
"1068";"000000003260010";"LVSB;DIST;3P;380V;1600A;6LINE;ID";;"SET";"32560000";NULL;NULL
"1069";"000000003260011";"LVSB;DIST;3P;380V;1600A;8LINE;ID";;"SET";"55495000";NULL;NULL
"1070";"000000003260011";"LVSB;DIST;3P;380V;1600A;8LINE;ID";;"SET";"55495000";NULL;NULL
"1071";"000000003260015";"LVSB;DIST;3P;380V;2000A;8LINE;ID";;"SET";"50050000";NULL;NULL
"1072";"000000003260015";"LVSB;DIST;3P;380V;2000A;8LINE;ID";;"SET";"50050000";NULL;NULL
"1073";"000000003260016";"LVSB;DIST;3P;380V;630A;1LINE;ID";;"SET";"3200000";NULL;NULL
"1074";"000000003260016";"LVSB;DIST;3P;380V;630A;1LINE;ID";;"SET";"0";NULL;NULL
"1075";"000000003260018";"LVSB;DIST;3P;380V;630A;4LINE;OD";;"SET";"16335000";NULL;NULL
"1076";"000000003260018";"LVSB;DIST;3P;380V;630A;4LINE;OD";;"SET";"16335000";NULL;NULL
"1077";"000000003260020";"LVSB;DIST;3P;380V;1200A;6LINE;OD";;"SET";"23974720";NULL;NULL
"1078";"000000003260020";"LVSB;DIST;3P;380V;1200A;6LINE;OD";;"SET";"23974720";NULL;NULL
"1079";"000000003260023";"LVSB;DIST;3P;380V;250A;10LINE;OD";;"SET";"9818050";NULL;NULL
"1080";"000000003260023";"LVSB;DIST;3P;380V;250A;10LINE;OD";;"SET";"0";NULL;NULL
"1081";"000000003260220";"LVSB;DIST;3P;400V;1200A;6LINE;ID";;"SET";"0";NULL;NULL
"1082";"000000003260220";"LVSB;DIST;3P;400V;1200A;6LINE;ID";;"SET";"0";NULL;NULL
"1083";"000000003260221";"LVSB;DIST;3P;400V;2000A;8LINE;ID";;"SET";"50050000";NULL;NULL
"1084";"000000003260221";"LVSB;DIST;3P;400V;2000A;8LINE;ID";;"SET";"50050000";NULL;NULL
"1085";"000000003260224";"LVSB;DIST;3PH;400V;1000A;6LINE;ID";;"SET";"31854053";NULL;NULL
"1086";"000000003260224";"LVSB;DIST;3PH;400V;1000A;6LINE;ID";;"SET";"31854053";NULL;NULL
"1087";"000000003260225";"LVSB;DIST;3PH;400V;1000A;8LINE;ID";;"SET";"0";NULL;NULL
"1088";"000000003260225";"LVSB;DIST;3PH;400V;1000A;8LINE;ID";;"SET";"0";NULL;NULL
"1089";"000000003260226";"LVSB;DIST;3P;400V;630A;4LINE;OD";;"SET";"17469496";NULL;NULL
"1090";"000000003260226";"LVSB;DIST;3P;400V;630A;4LINE;OD";;"SET";"17469496";NULL;NULL
"1091";"000000003260253";"LVSB;DIST;3P;380V;MCCB1250A;8LINE;ID";;"BH";"47685000";NULL;NULL
"1092";"000000003260253";"LVSB;DIST;3P;380V;MCCB1250A;8LINE;ID";;"BH";"47685000";NULL;NULL
"1093";"000000003270008";"LVSB ACC;GROUND PLATE 1000A";;"BH";"796821";NULL;NULL
"1094";"000000003270008";"LVSB ACC;GROUND PLATE 1000A";;"BH";"796821";NULL;NULL
"1095";"000000003270013";"LVSB ACC;GROUND PLATE 250A HH";;"BH";"110000";NULL;NULL
"1096";"000000003270013";"LVSB ACC;GROUND PLATE 250A HH";;"BH";"110000";NULL;NULL
"1097";"000000003270016";"LVSB ACC;GROUND PLATE 400A";;"BH";"187000";NULL;NULL
"1098";"000000003270016";"LVSB ACC;GROUND PLATE 400A";;"BH";"187000";NULL;NULL
"1099";"000000003270017";"LVSB ACC;GROUND PLATE 630A";;"BH";"271032";NULL;NULL
"1100";"000000003270017";"LVSB ACC;GROUND PLATE 630A";;"BH";"271032";NULL;NULL
"1101";"000000003270020";"JLVSB ACC;TIME SWITCH DIG 220V 15A 1CONT";;"BH";"0";NULL;NULL
"1102";"000000003270020";"JLVSB ACC;TIME SWITCH DIG 220V 15A 1CONT";;"BH";"0";NULL;NULL
"1103";"000000003270021";"LVSB ACC;TIME SWITCH DIG 220V 16A 1CONT";;"BH";"266181";NULL;NULL
"1104";"000000003270021";"LVSB ACC;TIME SWITCH DIG 220V 16A 1CONT";;"BH";"266181";NULL;NULL
"1105";"000000003270026";"LVSB ACC;TIME SWITCH MEC 220 20A 1CONT";;"BH";"277723";NULL;NULL
"1106";"000000003270026";"LVSB ACC;TIME SWITCH MEC 220 20A 1CONT";;"BH";"0";NULL;NULL
"1107";"000000003270029";"LVSB ACC;FUSE HOLDER 400A";;"BH";"187000";NULL;NULL
"1108";"000000003270029";"LVSB ACC;FUSE HOLDER 400A";;"BH";"187000";NULL;NULL
"1109";"000000003270065";"LVSB ACC;FUSE HOLDER 380V 630A";;"BH";"0";NULL;NULL
"1110";"000000003270065";"LVSB ACC;FUSE HOLDER 380V 630A";;"BH";"0";NULL;NULL
"1111";"000000003270149";"LVSB ACC;RAIL PLATE COPPER";;"BH";"1210000";NULL;NULL
"1112";"000000003270149";"LVSB ACC;RAIL PLATE COPPER";;"BH";"1210000";NULL;NULL
"1113";"000000003270154";"LVSB ACC;GROUND PLATE 160A HH";;"BH";"62370";NULL;NULL
"1114";"000000003270154";"LVSB ACC;GROUND PLATE 160A HH";;"BH";"62370";NULL;NULL
"1115";"000000003280066";"CONN;1kV;;AL;10-16/10-16mm2;PRS HS;WP";;"BH";"6882";NULL;NULL
"1116";"000000003280066";"CONN;1kV;;AL;10-16/10-16mm2;PRS HS;WP";;"BH";"6882";NULL;NULL
"1117";"000000003280068";"CONN;1kV;;AL;35-70/35-70mm2;PRS HS;WP";;"BH";"15452";NULL;NULL
"1118";"000000003280068";"CONN;1kV;;AL;35-70/35-70mm2;PRS HS;WP";;"BH";"15452";NULL;NULL
"1119";"000000003280069";"CONN;1kV;;AL;50-70/50-70mm2;PRS HS;WP";;"BH";"14485";NULL;NULL
"1120";"000000003280069";"CONN;1kV;;AL;50-70/50-70mm2;PRS HS;WP";;"BH";"0";NULL;NULL
"1121";"000000003280071";"CONN;1kV;;AL;6-25/35-70mm2;PRS HS;WP";;"BH";"0";NULL;NULL
"1122";"000000003280071";"CONN;1kV;;AL;6-25/35-70mm2;PRS HS;WP";;"BH";"0";NULL;NULL
"1123";"000000003280074";"CONN;1kV;;AL;6-35/6-35mm2;PRS HS;WP";;"BH";"0";NULL;NULL
"1124";"000000003280074";"CONN;1kV;;AL;6-35/6-35mm2;PRS HS;WP";;"BH";"0";NULL;NULL
"1125";"000000003280075";"CONN;1kV;;AL;70-70/70-70mm2;PRS HS;WP";;"BH";"15912";NULL;NULL
"1126";"000000003280075";"CONN;1kV;;AL;70-70/70-70mm2;PRS HS;WP";;"BH";"15912";NULL;NULL
"1127";"000000003280102";"CONN;1kV;;AL;16-35/35-70mm2;PRS HS;WP";;"BH";"13320";NULL;NULL
"1128";"000000003280102";"CONN;1kV;;AL;16-35/35-70mm2;PRS HS;WP";;"BH";"13320";NULL;NULL
"1129";"000000003280104";"CONN;1kV;;AL;16-16mm2;PRS HS;WP";;"BH";"7537";NULL;NULL
"1130";"000000003280104";"CONN;1kV;;AL;16-16mm2;PRS HS;WP";;"BH";"7537";NULL;NULL
"1131";"000000003280140";"CONN;0.6/1kV;H;AL;16-35/35-70mm2;PRS;";;"BH";"0";NULL;NULL
"1132";"000000003280140";"CONN;0.6/1kV;H;AL;16-35/35-70mm2;PRS;";;"BH";"0";NULL;NULL
"1133";"000000003280183";"CONN;1kV;;AL;10-16/50-70mm2;PRS HS;WP";;"BH";"13320";NULL;NULL
"1134";"000000003280183";"CONN;1kV;;AL;10-16/50-70mm2;PRS HS;WP";;"BH";"13320";NULL;NULL
"1135";"000000003280189";"CONN;0,6/1kV;CCO;AL;10-16/50-70mm2;PRS;";;"BH";"18150";NULL;NULL
"1136";"000000003280189";"CONN;0,6/1kV;CCO;AL;10-16/50-70mm2;PRS;";;"BH";"18150";NULL;NULL
"1137";"000000003280326";"CONN;1kV;;AL;35-70mm2;PRS HS;WP";;"BH";"15452";NULL;NULL
"1138";"000000003280326";"CONN;1kV;;AL;35-70mm2;PRS HS;WP";;"BH";"15452";NULL;NULL
"1139";"000000004010063";"BATTERY;LEAD ACID;;PLASTIC;12V;18Ah";;"CEL";"1650000";NULL;NULL
"1140";"000000004010063";"BATTERY;LEAD ACID;;PLASTIC;12V;18Ah";;"CEL";"1650000";NULL;NULL
"1141";"000000004080085";"GENSET;7KW;220V;1P;MOBILE;SILENT;";;"U";"55000000";NULL;NULL
"1142";"000000004080085";"GENSET;7KW;220V;1P;MOBILE;SILENT;";;"U";"55000000";NULL;NULL
"1143";"000000004120003";"BOX;APP POLE;ST PLATE;";;"BH";"0";NULL;NULL
"1144";"000000004120003";"BOX;APP POLE;ST PLATE;";;"BH";"0";NULL;NULL
"1145";"000000004120008";"BOX;CTR E RECL;ST PLATE 3mm;";;"BH";"0";NULL;NULL
"1146";"000000004120008";"BOX;CTR E RECL;ST PLATE 3mm;";;"BH";"0";NULL;NULL
"1147";"000000004120009";"BOX;CUB RMU;ST PLATE 2mm";;"BH";"17985000";NULL;NULL
"1148";"000000004120009";"BOX;CUB RMU;ST PLATE 2mm";;"BH";"17985000";NULL;NULL
"1149";"000000004120015";"BOX;GD SUSUN;ST PLATE 3mm;221X136X366cm";;"U";"104500000";NULL;NULL
"1150";"000000004120015";"BOX;GD SUSUN;ST PLATE 3mm;221X136X366cm";;"U";"104500000";NULL;NULL
"1151";"000000004120030";"BOX;RELAY;STEEL PLATE;400x500x250mm";;"BH";"1540000";NULL;NULL
"1152";"000000004120030";"BOX;RELAY;STEEL PLATE;400x500x250mm";;"BH";"1540000";NULL;NULL
"1153";"000000004120032";"BOX;CT-FUSE 400A;ST PLATE;700x500x200mm";;"BH";"1309000";NULL;NULL
"1154";"000000004120032";"BOX;CT-FUSE 400A;ST PLATE;700x500x200mm";;"BH";"1309000";NULL;NULL
"1155";"000000004120033";"BOX;CT-FUSE 200A;ST PLATE;700x500x200mm";;"BH";"1237417";NULL;NULL
"1156";"000000004120033";"BOX;CT-FUSE 200A;ST PLATE;700x500x200mm";;"BH";"1237417";NULL;NULL
"1157";"000000004120036";"BOX;GD COMP;S.PL 2.5mm;3.178X2100X2250mm";;"BH";"247728128";NULL;NULL
"1158";"000000004120036";"BOX;GD COMP;S.PL 2.5mm;3.178X2100X2250mm";;"BH";"0";NULL;NULL
"1159";"000000004120039";"BOX;APPIII+JOINT AL-CU;ST PLATE;;";;"SET";"227550";NULL;NULL
"1160";"000000004120039";"BOX;APPIII+JOINT AL-CU;ST PLATE;;";;"SET";"227550";NULL;NULL
"1161";"000000004120040";"BOX;APPI+JOINT AL-CU;ST PLATE;;";;"SET";"57750";NULL;NULL
"1162";"000000004120040";"BOX;APPI+JOINT AL-CU;ST PLATE;;";;"SET";"57750";NULL;NULL
"1163";"000000004120041";"BOX;kWH E TM;ST PLATE 1.2MM;";;"BH";"2860000";NULL;NULL
"1164";"000000004120041";"BOX;kWH E TM;ST PLATE 1.2MM;";;"BH";"2860000";NULL;NULL
"1165";"000000004120042";"BOX;kWH E TR;ST PLATE 1.2MM;";;"BH";"676146";NULL;NULL
"1166";"000000004120042";"BOX;kWH E TR;ST PLATE 1.2MM;";;"BH";"676146";NULL;NULL
"1167";"000000004120082";"BOX;MCB;PLASTIC 2mm;8X10X20cm";;"BH";"4840";NULL;NULL
"1168";"000000004120082";"BOX;MCB;PLASTIC 2mm;8X10X20cm";;"BH";"4840";NULL;NULL
"1169";"000000004120085";"BOX;APPIII MCCB 80A;PLAT 2mm;80X50X35cm";;"SET";"10230000";NULL;NULL
"1170";"000000004120085";"BOX;APPIII MCCB 80A;PLAT 2mm;80X50X35cm";;"SET";"10230000";NULL;NULL
"1171";"000000004120086";"BOX;APPIII MCCB 100A;PLAT 2mm;80X50X35cm";;"SET";"10230000";NULL;NULL
"1172";"000000004120086";"BOX;APPIII MCCB 100A;PLAT 2mm;80X50X35cm";;"SET";"10230000";NULL;NULL
"1173";"000000004120087";"BOX;APPIII MCCB 125A;PLAT 2mm;80X50X35cm";;"SET";"10780000";NULL;NULL
"1174";"000000004120087";"BOX;APPIII MCCB 125A;PLAT 2mm;80X50X35cm";;"SET";"10780000";NULL;NULL
"1175";"000000004120088";"BOX;APPIII MCCB 160A;PLAT 2mm;80X50X35cm";;"SET";"10780000";NULL;NULL
"1176";"000000004120088";"BOX;APPIII MCCB 160A;PLAT 2mm;80X50X35cm";;"SET";"10780000";NULL;NULL
"1177";"000000004120089";"BOX;APPIII MCCB 200A;PLAT 2mm;80X50X35cm";;"SET";"11055000";NULL;NULL
"1178";"000000004120089";"BOX;APPIII MCCB 200A;PLAT 2mm;80X50X35cm";;"SET";"11055000";NULL;NULL
"1179";"000000004120090";"BOX;APPIII MCCB 225A;PLAT 2mm;80X50X35cm";;"SET";"11055000";NULL;NULL
"1180";"000000004120090";"BOX;APPIII MCCB 225A;PLAT 2mm;80X50X35cm";;"SET";"11055000";NULL;NULL
"1181";"000000004120091";"BOX;APPIII MCCB 250A;PLAT 2mm;80X50X35cm";;"SET";"11055000";NULL;NULL
"1182";"000000004120091";"BOX;APPIII MCCB 250A;PLAT 2mm;80X50X35cm";;"SET";"11055000";NULL;NULL
"1183";"000000004120092";"BOX;APPIII MCCB 300A;PLAT 2mm;80X50X35cm";;"SET";"12127500";NULL;NULL
"1184";"000000004120092";"BOX;APPIII MCCB 300A;PLAT 2mm;80X50X35cm";;"SET";"12127500";NULL;NULL
"1185";"000000004120093";"BOX;KWH E-PR;ST PLATE 1,2mm";;"BH";"688760";NULL;NULL
"1186";"000000004120093";"BOX;KWH E-PR;ST PLATE 1,2mm";;"BH";"688760";NULL;NULL
"1187";"000000004120102";"BOX;MER TRIP MODEM MCCB CT TR 53KVA";;"SET";"18370000";NULL;NULL
"1188";"000000004120102";"BOX;MER TRIP MODEM MCCB CT TR 53KVA";;"SET";"0";NULL;NULL
"1189";"000000004120103";"BOX;MER TRIP MODEM MCCB CT TR 66KVA";;"SET";"7626190";NULL;NULL
"1190";"000000004120103";"BOX;MER TRIP MODEM MCCB CT TR 66KVA";;"SET";"7626190";NULL;NULL
"1191";"000000004120105";"BOX;MER TRIP MODEM MCCB CT TR 105KVA";;"SET";"19250000";NULL;NULL
"1192";"000000004120105";"BOX;MER TRIP MODEM MCCB CT TR 105KVA";;"SET";"19250000";NULL;NULL
"1193";"000000004120108";"BOX;MER TRIP MODEM MCCB CT TR 164KVA";;"SET";"20130000";NULL;NULL
"1194";"000000004120108";"BOX;MER TRIP MODEM MCCB CT TR 164KVA";;"SET";"20130000";NULL;NULL
"1195";"000000004120109";"BOX;MER TRIP MODEM MCCB CT TR 197KVA";;"SET";"22660000";NULL;NULL
"1196";"000000004120109";"BOX;MER TRIP MODEM MCCB CT TR 197KVA";;"SET";"0";NULL;NULL
"1197";"000000004120110";"BOX;AMR 233KVA MCCB 3P 400A 65KVA";;"SET";"18577384";NULL;NULL
"1198";"000000004120110";"BOX;AMR 233KVA MCCB 3P 400A 65KVA";;"SET";"18577384";NULL;NULL
"1199";"000000004120111";"BOX;AMR 329KVA MCCB 3P 630A 65KVA";;"SET";"21079169";NULL;NULL
"1200";"000000004120111";"BOX;AMR 329KVA MCCB 3P 630A 65KVA";;"SET";"0";NULL;NULL
"1201";"000000004120112";"BOX;AMR 414KVA MCCB 3P 630A 65KVA";;"SET";"21079170";NULL;NULL
"1202";"000000004120112";"BOX;AMR 414KVA MCCB 3P 630A 65KVA";;"SET";"21079170";NULL;NULL
"1203";"000000004120133";"BOX;MCB;1;GROUP AERO";;"BH";"4895";NULL;NULL
"1204";"000000004120133";"BOX;MCB;1;GROUP AERO";;"BH";"4895";NULL;NULL
"1205";"000000004120134";"BOX;MCB;3;GROUP MG";;"BH";"11508";NULL;NULL
"1206";"000000004120134";"BOX;MCB;3;GROUP MG";;"BH";"11508";NULL;NULL
"1207";"000000004120203";"BOX;AMR 41,5KVA MCB 3P 63A;LENGKAP INSTA";;"SET";"2777500";NULL;NULL
"1208";"000000004120203";"BOX;AMR 41,5KVA MCB 3P 63A;LENGKAP INSTA";;"SET";"2777500";NULL;NULL
"1209";"000000004120277";"BOX;SKTR;PLATE;400A 6 LINES";;"SET";"14685000";NULL;NULL
"1210";"000000004120277";"BOX;SKTR;PLATE;400A 6 LINES";;"SET";"14685000";NULL;NULL
"1211";"000000004120281";"BOX;AMR 33KVA 50A;ST PLATE;575X400X200MM";;"SET";"2366375";NULL;NULL
"1212";"000000004120281";"BOX;AMR 33KVA 50A;ST PLATE;575X400X200MM";;"SET";"2366375";NULL;NULL
"1213";"000000004120301";"BOX;KWH;ST PLATE;2MM;800X200X1800MM";;"BH";"13145000";NULL;NULL
"1214";"000000004120301";"BOX;KWH;ST PLATE;2MM;800X200X1800MM";;"BH";"13145000";NULL;NULL
"1215";"000000004120302";"BOX;APPIIIMCB63A;PLAT1.2MM;645X400X200MM";;"SET";"0";NULL;NULL
"1216";"000000004120302";"BOX;APPIIIMCB63A;PLAT1.2MM;645X400X200MM";;"SET";"0";NULL;NULL
"1217";"000000004120307";"BOX;APPIII MCB 50A;STPLATE;645X400X200MM";;"BH";"0";NULL;NULL
"1218";"000000004120307";"BOX;APPIII MCB 50A;STPLATE;645X400X200MM";;"BH";"0";NULL;NULL
"1219";"000000004120309";"BOX;APPIIIMCCB80A;PLAT1.5MM;1205X420X250";;"SET";"0";NULL;NULL
"1220";"000000004120309";"BOX;APPIIIMCCB80A;PLAT1.5MM;1205X420X250";;"SET";"0";NULL;NULL
"1221";"000000004120310";"BOX;APPIIIMCCB100A;PLT1.5MM;1205X420X250";;"SET";"10230000";NULL;NULL
"1222";"000000004120310";"BOX;APPIIIMCCB100A;PLT1.5MM;1205X420X250";;"SET";"10230000";NULL;NULL
"1223";"000000004120311";"BOX;APPIIIMCCB125A;PLT1.5MM;1205X420X250";;"SET";"10780000";NULL;NULL
"1224";"000000004120311";"BOX;APPIIIMCCB125A;PLT1.5MM;1205X420X250";;"SET";"10780000";NULL;NULL
"1225";"000000004120312";"BOX;APPIIIMCCB160A;PLT1.5MM;1205X420X250";;"SET";"10082757";NULL;NULL
"1226";"000000004120312";"BOX;APPIIIMCCB160A;PLT1.5MM;1205X420X250";;"SET";"10082757";NULL;NULL
"1227";"000000004120314";"BOX;APPIIIMCCB225A;PLT1.5MM;1205X420X250";;"SET";"11055000";NULL;NULL
"1228";"000000004120314";"BOX;APPIIIMCCB225A;PLT1.5MM;1205X420X250";;"SET";"11055000";NULL;NULL
"1229";"000000004120315";"BOX;APPIIIMCCB250A;PLT1.5MM;1205X420X250";;"SET";"11055000";NULL;NULL
"1230";"000000004120315";"BOX;APPIIIMCCB250A;PLT1.5MM;1205X420X250";;"SET";"11055000";NULL;NULL
"1231";"000000004120316";"BOX;APPIIIMCCB300A;PLT1.5MM;1205X420X250";;"SET";"12127500";NULL;NULL
"1232";"000000004120316";"BOX;APPIIIMCCB300A;PLT1.5MM;1205X420X250";;"SET";"12127500";NULL;NULL
"1233";"000000004120318";"BOX;PANEL STANDSPLU;PLAT2MM;1500X520X520";;"SET";"16940000";NULL;NULL
"1234";"000000004120318";"BOX;PANEL STANDSPLU;PLAT2MM;1500X520X520";;"SET";"16940000";NULL;NULL
"1235";"000000004120319";"BOX;PANEL HOOK SPLU;PLT1.5MM;500X560X350";;"SET";"8239000";NULL;NULL
"1236";"000000004120319";"BOX;PANEL HOOK SPLU;PLT1.5MM;500X560X350";;"SET";"8239000";NULL;NULL
"1237";"000000004120326";"BOX;APPMCCB20A+STRIP;ST1.2;645X400X200MM";;"SET";"3374400";NULL;NULL
"1238";"000000004120326";"BOX;APPMCCB20A+STRIP;ST1.2;645X400X200MM";;"SET";"3374400";NULL;NULL
"1239";"000000004120327";"BOX;APPMCCB25A+STRIP;ST1.2;645X400X200MM";;"SET";"3344000";NULL;NULL
"1240";"000000004120327";"BOX;APPMCCB25A+STRIP;ST1.2;645X400X200MM";;"SET";"3344000";NULL;NULL
"1241";"000000004120328";"BOX;APPMCCB50A+STRIP;ST1.2;645X400X200MM";;"SET";"3344269";NULL;NULL
"1242";"000000004120328";"BOX;APPMCCB50A+STRIP;ST1.2;645X400X200MM";;"SET";"3344269";NULL;NULL
"1243";"000000004120329";"BOX;APPMCCB63A+STRIP;ST1.2;645X400X200MM";;"SET";"3344000";NULL;NULL
"1244";"000000004120329";"BOX;APPMCCB63A+STRIP;ST1.2;645X400X200MM";;"SET";"3344000";NULL;NULL
"1245";"000000004120364";"BOX;APPMCCB35A+STRIP;ST1.2;645X400X200MM";;"SET";"3344000";NULL;NULL
"1246";"000000004120364";"BOX;APPMCCB35A+STRIP;ST1.2;645X400X200MM";;"SET";"3344000";NULL;NULL
"1247";"000000004120376";"BOX;KWH E TM;ST PLATE 1.6MM;";;"SET";"1588529";NULL;NULL
"1248";"000000004120376";"BOX;KWH E TM;ST PLATE 1.6MM;";;"SET";"1588529";NULL;NULL
"1249";"000000004120386";"BOX;APPMCCB80A+STRIP;ST1.5;1205X420X250";;"SET";"10230000";NULL;NULL
"1250";"000000004120386";"BOX;APPMCCB80A+STRIP;ST1.5;1205X420X250";;"SET";"10230000";NULL;NULL
"1251";"000000004120387";"BOX;APPMCCB100A+STRIP;ST1.5;1205X420X250";;"SET";"10230000";NULL;NULL
"1252";"000000004120387";"BOX;APPMCCB100A+STRIP;ST1.5;1205X420X250";;"SET";"10230000";NULL;NULL
"1253";"000000004120388";"BOX;APPMCCB125A+STRIP;ST1.5;1205X420X250";;"SET";"10780000";NULL;NULL
"1254";"000000004120388";"BOX;APPMCCB125A+STRIP;ST1.5;1205X420X250";;"SET";"10780000";NULL;NULL
"1255";"000000004120389";"BOX;APPMCCB160A+STRIP;ST1.5;1205X420X250";;"SET";"13859670";NULL;NULL
"1256";"000000004120389";"BOX;APPMCCB160A+STRIP;ST1.5;1205X420X250";;"SET";"13859670";NULL;NULL
"1257";"000000004120390";"BOX;APPMCCB200A+STRIP;ST1.5;1205X420X250";;"SET";"11278491";NULL;NULL
"1258";"000000004120390";"BOX;APPMCCB200A+STRIP;ST1.5;1205X420X250";;"SET";"11278491";NULL;NULL
"1259";"000000004120391";"BOX;APPMCCB225A+STRIP;ST1.5;1205X420X250";;"SET";"11568851";NULL;NULL
"1260";"000000004120391";"BOX;APPMCCB225A+STRIP;ST1.5;1205X420X250";;"SET";"11568851";NULL;NULL
"1261";"000000004120392";"BOX;APPMCCB250A+STRIP;ST1.5;1205X420X250";;"SET";"11585577";NULL;NULL
"1262";"000000004120392";"BOX;APPMCCB250A+STRIP;ST1.5;1205X420X250";;"SET";"11585577";NULL;NULL
"1263";"000000004120393";"BOX;APPMCCB300A+STRIP;ST1.5;1205X420X250";;"SET";"15350170";NULL;NULL
"1264";"000000004120393";"BOX;APPMCCB300A+STRIP;ST1.5;1205X420X250";;"SET";"15350170";NULL;NULL
"1265";"000000004120395";"BOX;APPMCCB16ASTRIP;ST1.2;645X400X200MM";;"BH";"3374400";NULL;NULL
"1266";"000000004120395";"BOX;APPMCCB16ASTRIP;ST1.2;645X400X200MM";;"BH";"3374400";NULL;NULL
"1267";"000000004120396";"BOX;APPMCCB10ASTRIP;ST1.2;645X400X200MMB";;"BH";"3374400";NULL;NULL
"1268";"000000004120396";"BOX;APPMCCB10ASTRIP;ST1.2;645X400X200MMB";;"BH";"3374400";NULL;NULL
"1269";"000000004120397";"BOX;KWH AMR 1P;PLATE;1.2MM";;"BH";"673312";NULL;NULL
"1270";"000000004120397";"BOX;KWH AMR 1P;PLATE;1.2MM";;"BH";"0";NULL;NULL
"1271";"000000004120402";"BOX;PANEL WALL SPLU;PLT1.2MM;420X300X105";;"SET";"3355000";NULL;NULL
"1272";"000000004120402";"BOX;PANEL WALL SPLU;PLT1.2MM;420X300X105";;"SET";"3355000";NULL;NULL
"1273";"000000004120432";"BOX;KWH;ST PLATE 1.5MM;560X200X1545MM";;"BH";"9295000";NULL;NULL
"1274";"000000004120432";"BOX;KWH;ST PLATE 1.5MM;560X200X1545MM";;"BH";"9295000";NULL;NULL
"1275";"000000004120433";"BOX;MTD;ST.PLATE 1.2MM;300X200X470MM";;"BH";"989780";NULL;NULL
"1276";"000000004120433";"BOX;MTD;ST.PLATE 1.2MM;300X200X470MM";;"BH";"989780";NULL;NULL
"1277";"000000004120439";"BOX;SKTR;PLATE;400A 8 LINES 3 CABANG";;"BH";"0";NULL;NULL
"1278";"000000004120439";"BOX;SKTR;PLATE;400A 8 LINES 3 CABANG";;"BH";"0";NULL;NULL
"1279";"000000004120440";"BOX;SKTR;PLATE;250A 6 LINES 3 CABANG";;"BH";"0";NULL;NULL
"1280";"000000004120440";"BOX;SKTR;PLATE;250A 6 LINES 3 CABANG";;"BH";"0";NULL;NULL
"1281";"000000004120441";"BOX;SKTR;PLATE;250A 8 LINES 2 CABANG";;"BH";"0";NULL;NULL
"1282";"000000004120441";"BOX;SKTR;PLATE;250A 8 LINES 2 CABANG";;"BH";"0";NULL;NULL
"1283";"000000004120442";"BOX;SKTR;PLATE;400A 8 LINES 2 CABANG";;"BH";"0";NULL;NULL
